17/08/2015|17,64|2,80%
16/08/2015|17,15|-4,04%
15/08/2015|17,84|4,70%
14/08/2015|17,00|-5,73%
13/08/2015|17,97|13,82%
12/08/2015|15,49|-8,67%
11/08/2015|16,83|8,52%
10/08/2015|15,40|1,29%
09/08/2015|15,20|-4,49%
08/08/2015|15,88|3,23%
07/08/2015|15,37|-10,59%
06/08/2015|16,99|11,42%
05/08/2015|15,05|-16,84%
04/08/2015|17,59|2,42%
03/08/2015|17,16|1,55%
02/08/2015|16,90|5,71%
01/08/2015|15,93|-1,57%
31/07/2015|16,18|-11,12%
30/07/2015|17,98|4,03%
29/07/2015|17,26|3,35%
28/07/2015|16,68|1,29%
27/07/2015|16,46|-8,12%
26/07/2015|17,80|12,70%
25/07/2015|15,54|-4,58%
24/07/2015|16,25|3,14%
23/07/2015|15,74|-11,83%
22/07/2015|17,61|6,01%
21/07/2015|16,55|-1,37%
20/07/2015|16,77|5,33%
19/07/2015|15,88|2,36%
18/07/2015|15,50|-5,95%
17/07/2015|16,43|2,79%
16/07/2015|15,97|-6,12%
15/07/2015|16,95|6,11%
14/07/2015|15,91|2,88%
13/07/2015|15,45|1,98%
12/07/2015|15,15|-12,66%
11/07/2015|17,06|5,86%
10/07/2015|16,06|5,21%
09/07/2015|15,23|-2,00%
08/07/2015|15,53|-7,11%
07/07/2015|16,64|2,17%
06/07/2015|16,27|-5,49%
05/07/2015|17,17|-4,52%
04/07/2015|17,94|5,22%
03/07/2015|17,01|3,39%
02/07/2015|16,43|8,23%
01/07/2015|15,08|-7,14%
30/06/2015|16,15|-10,72%
29/06/2015|17,89|13,20%
28/06/2015|15,53|3,29%
27/06/2015|15,01|-7,43%
26/06/2015|16,13|5,25%
25/06/2015|15,28|-4,34%
24/06/2015|15,95|-0,89%
23/06/2015|16,09|5,95%
22/06/2015|15,13|-15,93%
21/06/2015|17,54|10,58%
20/06/2015|15,68|-9,28%
19/06/2015|17,14|-3,49%
18/06/2015|17,74|7,50%
17/06/2015|16,41|2,10%
16/06/2015|16,06|4,81%
15/06/2015|15,29|-17,72%
14/06/2015|18,00|2,66%
13/06/2015|17,52|-2,16%
12/06/2015|17,90|13,74%
11/06/2015|15,44|-1,07%
10/06/2015|15,61|-7,56%
09/06/2015|16,78|-5,80%
08/06/2015|17,76|5,33%
07/06/2015|16,81|-4,89%
06/06/2015|17,63|13,68%
05/06/2015|15,22|-5,20%
04/06/2015|16,01|-9,96%
03/06/2015|17,61|-0,05%
02/06/2015|17,61|3,30%
01/06/2015|17,03|8,54%
31/05/2015|15,58|-6,66%
30/05/2015|16,62|-5,38%
29/05/2015|17,51|3,11%
28/05/2015|16,97|11,57%
27/05/2015|15,00|-2,74%
26/05/2015|15,41|2,41%
25/05/2015|15,04|-16,46%
24/05/2015|17,52|6,88%
23/05/2015|16,31|-7,00%
22/05/2015|17,45|-0,65%
21/05/2015|17,57|-1,71%
20/05/2015|17,87|12,91%
19/05/2015|15,56|2,29%
18/05/2015|15,21|-16,38%
17/05/2015|17,70|4,96%
16/05/2015|16,82|-0,54%
15/05/2015|16,91|5,11%
14/05/2015|16,04|-7,53%
13/05/2015|17,25|11,43%
12/05/2015|15,28|-13,88%
11/05/2015|17,40|-3,34%
10/05/2015|17,98|12,18%
09/05/2015|15,79|-13,32%
08/05/2015|17,90|5,15%
07/05/2015|16,97|-1,00%
06/05/2015|17,14|-2,69%
05/05/2015|17,61|4,08%
04/05/2015|16,89|8,82%
03/05/2015|15,40|-0,63%
02/05/2015|15,50|-14,84%
01/05/2015|17,79|6,67%
30/04/2015|16,61|-1,53%
29/04/2015|16,86|-5,63%
28/04/2015|17,81|-0,22%
27/04/2015|17,85|15,82%
26/04/2015|15,03|-0,71%
25/04/2015|15,13|-16,22%
24/04/2015|17,59|0,50%
23/04/2015|17,50|12,18%
22/04/2015|15,37|-9,42%
21/04/2015|16,82|-2,86%
20/04/2015|17,30|3,44%
19/04/2015|16,70|2,38%
18/04/2015|16,30|-3,40%
17/04/2015|16,86|-3,35%
16/04/2015|17,42|-1,31%
15/04/2015|17,65|13,08%
14/04/2015|15,34|-13,22%
13/04/2015|17,37|2,20%
12/04/2015|16,99|2,95%
11/04/2015|16,49|8,85%
10/04/2015|15,03|-3,57%
09/04/2015|15,57|-15,11%
08/04/2015|17,92|8,82%
07/04/2015|16,34|-3,83%
06/04/2015|16,96|3,43%
05/04/2015|16,38|-9,40%
04/04/2015|17,92|12,41%
03/04/2015|15,70|-5,16%
02/04/2015|16,51|8,43%
01/04/2015|15,11|-11,56%
31/03/2015|16,86|4,38%
30/03/2015|16,12|-8,86%
29/03/2015|17,55|2,85%
28/03/2015|17,05|10,17%
27/03/2015|15,32|-8,85%
26/03/2015|16,67|-4,45%
25/03/2015|17,41|1,05%
24/03/2015|17,23|2,90%
23/03/2015|16,73|2,51%
22/03/2015|16,31|5,32%
21/03/2015|15,44|-1,10%
20/03/2015|15,61|1,64%
19/03/2015|15,36|-8,52%
18/03/2015|16,66|-0,20%
17/03/2015|16,70|1,41%
16/03/2015|16,46|7,40%
15/03/2015|15,24|-11,93%
14/03/2015|17,06|5,03%
13/03/2015|16,20|1,42%
12/03/2015|15,97|0,56%
11/03/2015|15,88|-9,51%
10/03/2015|17,40|7,27%
09/03/2015|16,13|-5,59%
08/03/2015|17,03|-3,60%
07/03/2015|17,65|10,58%
06/03/2015|15,78|1,90%
05/03/2015|15,48|-14,00%
04/03/2015|17,65|11,37%
03/03/2015|15,64|-6,35%
02/03/2015|16,63|-6,85%
01/03/2015|17,77|3,34%
28/02/2015|17,18|-0,79%
27/02/2015|17,31|11,29%
26/02/2015|15,36|-10,73%
25/02/2015|17,01|8,24%
24/02/2015|15,60|-2,04%
23/02/2015|15,92|-10,25%
22/02/2015|17,56|-1,34%
21/02/2015|17,79|7,67%
20/02/2015|16,43|-8,14%
19/02/2015|17,76|2,51%
18/02/2015|17,32|12,04%
17/02/2015|15,23|-10,83%
16/02/2015|16,88|7,81%
15/02/2015|15,56|-3,46%
14/02/2015|16,10|-4,03%
13/02/2015|16,75|10,38%
12/02/2015|15,01|-7,41%
11/02/2015|16,12|-0,09%
10/02/2015|16,14|0,18%
09/02/2015|16,11|-0,92%
08/02/2015|16,26|-2,83%
07/02/2015|16,72|8,50%
06/02/2015|15,30|-13,71%
05/02/2015|17,39|0,56%
04/02/2015|17,30|0,49%
03/02/2015|17,21|4,36%
02/02/2015|16,46|7,08%
01/02/2015|15,30|-5,95%
31/01/2015|16,21|2,65%
30/01/2015|15,78|-9,94%
29/01/2015|17,34|11,45%
28/01/2015|15,36|-8,98%
27/01/2015|16,74|-6,48%
26/01/2015|17,82|4,95%
25/01/2015|16,94|-3,03%
24/01/2015|17,45|5,75%
23/01/2015|16,45|-5,32%
22/01/2015|17,32|5,39%
21/01/2015|16,39|-7,19%
20/01/2015|17,57|5,15%
19/01/2015|16,66|-3,68%
18/01/2015|17,28|4,29%
17/01/2015|16,53|-5,27%
16/01/2015|17,40|-1,86%
15/01/2015|17,73|5,08%
14/01/2015|16,83|-1,88%
13/01/2015|17,14|-2,41%
12/01/2015|17,56|9,85%
11/01/2015|15,83|-11,30%
10/01/2015|17,62|0,57%
09/01/2015|17,52|-0,07%
08/01/2015|17,53|11,07%
07/01/2015|15,59|-10,01%
06/01/2015|17,15|0,73%
05/01/2015|17,02|10,70%
04/01/2015|15,20|-16,04%
03/01/2015|17,64|-0,67%
02/01/2015|17,76|14,39%
01/01/2015|15,20|-1,61%
31/12/2014|15,45|-7,73%
30/12/2014|16,64|5,78%
29/12/2014|15,68|-6,04%
28/12/2014|16,63|-0,01%
27/12/2014|16,63|4,21%
26/12/2014|15,93|-2,35%
25/12/2014|16,30|-9,01%
24/12/2014|17,77|6,49%
23/12/2014|16,62|7,47%
22/12/2014|15,38|-4,26%
21/12/2014|16,03|0,54%
20/12/2014|15,94|2,03%
19/12/2014|15,62|-4,96%
18/12/2014|16,39|-7,10%
17/12/2014|17,56|6,58%
16/12/2014|16,40|-7,53%
15/12/2014|17,64|14,13%
14/12/2014|15,15|-6,83%
13/12/2014|16,18|2,49%
12/12/2014|15,78|-1,49%
11/12/2014|16,01|-8,50%
10/12/2014|17,37|0,08%
09/12/2014|17,36|4,83%
08/12/2014|16,52|1,18%
07/12/2014|16,32|3,93%
06/12/2014|15,68|-13,78%
05/12/2014|17,84|6,99%
04/12/2014|16,60|-6,42%
03/12/2014|17,66|13,80%
02/12/2014|15,22|-15,78%
01/12/2014|17,63|4,36%
30/11/2014|16,86|8,30%
29/11/2014|15,46|-11,01%
28/11/2014|17,16|0,39%
27/11/2014|17,09|10,11%
26/11/2014|15,36|-9,87%
25/11/2014|16,88|8,36%
24/11/2014|15,47|0,57%
23/11/2014|15,38|1,12%
22/11/2014|15,21|-4,64%
21/11/2014|15,91|3,19%
20/11/2014|15,41|-7,22%
19/11/2014|16,52|4,49%
18/11/2014|15,78|-4,09%
17/11/2014|16,42|-2,04%
16/11/2014|16,76|-0,59%
15/11/2014|16,86|-2,27%
14/11/2014|17,24|6,37%
13/11/2014|16,14|-10,18%
12/11/2014|17,78|9,61%
11/11/2014|16,07|-4,42%
10/11/2014|16,78|8,97%
09/11/2014|15,28|-5,45%
08/11/2014|16,11|-2,85%
07/11/2014|16,57|3,03%
06/11/2014|16,07|-6,53%
05/11/2014|17,12|11,01%
04/11/2014|15,23|-15,69%
03/11/2014|17,62|13,21%
02/11/2014|15,29|-4,29%
01/11/2014|15,95|-11,57%
31/10/2014|17,80|3,51%
30/10/2014|17,17|11,86%
29/10/2014|15,13|-2,59%
28/10/2014|15,53|-5,89%
27/10/2014|16,44|6,28%
26/10/2014|15,41|0,28%
25/10/2014|15,36|-12,69%
24/10/2014|17,31|-0,95%
23/10/2014|17,48|13,53%
22/10/2014|15,11|-4,02%
21/10/2014|15,72|-2,82%
20/10/2014|16,16|1,10%
19/10/2014|15,99|-5,88%
18/10/2014|16,93|-4,76%
17/10/2014|17,73|13,24%
16/10/2014|15,38|-2,58%
15/10/2014|15,78|-8,72%
14/10/2014|17,15|-0,38%
13/10/2014|17,22|5,47%
12/10/2014|16,28|-1,86%
11/10/2014|16,58|-1,67%
10/10/2014|16,86|-0,51%
09/10/2014|16,94|6,57%
08/10/2014|15,83|-1,18%
07/10/2014|16,02|-4,65%
06/10/2014|16,76|1,72%
05/10/2014|16,47|4,02%
04/10/2014|15,81|2,73%
03/10/2014|15,38|-4,47%
02/10/2014|16,07|-4,71%
01/10/2014|16,82|8,96%
30/09/2014|15,32|-1,58%
29/09/2014|15,56|-5,35%
28/09/2014|16,39|-4,64%
27/09/2014|17,15|-3,37%
26/09/2014|17,73|15,14%
25/09/2014|15,04|-4,95%
24/09/2014|15,79|-6,34%
23/09/2014|16,79|4,95%
22/09/2014|15,96|2,96%
21/09/2014|15,49|-3,13%
20/09/2014|15,97|-6,31%
19/09/2014|16,98|11,36%
18/09/2014|15,05|-9,60%
17/09/2014|16,50|1,16%
16/09/2014|16,30|-2,30%
15/09/2014|16,68|-5,84%
14/09/2014|17,66|6,71%
13/09/2014|16,47|-1,59%
12/09/2014|16,73|6,29%
11/09/2014|15,68|4,26%
10/09/2014|15,01|-3,57%
09/09/2014|15,55|0,02%
08/09/2014|15,54|-11,97%
07/09/2014|17,40|12,81%
06/09/2014|15,18|-5,00%
05/09/2014|15,93|-5,16%
04/09/2014|16,76|6,24%
03/09/2014|15,71|-2,40%
02/09/2014|16,09|-3,91%
01/09/2014|16,71|1,44%
31/08/2014|16,47|-0,79%
30/08/2014|16,60|7,97%
29/08/2014|15,28|-4,42%
28/08/2014|15,96|-2,99%
27/08/2014|16,43|-8,78%
26/08/2014|17,88|5,05%
25/08/2014|16,97|0,14%
24/08/2014|16,95|0,86%
23/08/2014|16,80|-0,22%
22/08/2014|16,84|7,44%
21/08/2014|15,59|-8,22%
20/08/2014|16,87|10,33%
19/08/2014|15,13|-17,53%
18/08/2014|17,78|9,79%
17/08/2014|16,04|3,03%
16/08/2014|15,55|-8,47%
15/08/2014|16,87|-0,62%
14/08/2014|16,97|8,24%
13/08/2014|15,58|-6,72%
12/08/2014|16,62|-2,59%
11/08/2014|17,05|11,07%
10/08/2014|15,17|-11,61%
09/08/2014|16,93|4,08%
08/08/2014|16,24|4,43%
07/08/2014|15,52|-15,32%
06/08/2014|17,89|11,41%
05/08/2014|15,85|-1,67%
04/08/2014|16,12|1,77%
03/08/2014|15,83|-3,65%
02/08/2014|16,41|-7,79%
01/08/2014|17,69|1,28%
31/07/2014|17,46|-2,98%
30/07/2014|17,98|1,19%
29/07/2014|17,77|14,43%
28/07/2014|15,20|-12,17%
27/07/2014|17,05|9,61%
26/07/2014|15,41|-15,48%
25/07/2014|17,80|1,12%
24/07/2014|17,60|4,52%
23/07/2014|16,80|0,42%
22/07/2014|16,73|-1,00%
21/07/2014|16,90|9,12%
20/07/2014|15,36|0,48%
19/07/2014|15,28|-2,92%
18/07/2014|15,73|-2,52%
17/07/2014|16,13|-8,89%
16/07/2014|17,56|3,01%
15/07/2014|17,03|5,63%
14/07/2014|16,07|5,96%
13/07/2014|15,12|-0,46%
12/07/2014|15,18|-5,20%
11/07/2014|15,97|2,36%
10/07/2014|15,60|2,17%
09/07/2014|15,26|-4,19%
08/07/2014|15,90|2,24%
07/07/2014|15,54|-5,39%
06/07/2014|16,38|2,81%
05/07/2014|15,92|-6,89%
04/07/2014|17,02|-1,51%
03/07/2014|17,27|1,86%
02/07/2014|16,95|8,24%
01/07/2014|15,55|-11,92%
30/06/2014|17,41|8,60%
29/06/2014|15,91|-5,97%
28/06/2014|16,86|8,44%
27/06/2014|15,44|-12,29%
26/06/2014|17,34|5,35%
25/06/2014|16,41|4,02%
24/06/2014|15,75|-13,05%
23/06/2014|17,80|1,54%
22/06/2014|17,53|1,37%
21/06/2014|17,29|3,58%
20/06/2014|16,67|-6,64%
19/06/2014|17,78|5,15%
18/06/2014|16,86|6,90%
17/06/2014|15,70|1,69%
16/06/2014|15,43|-1,46%
15/06/2014|15,66|-1,88%
14/06/2014|15,95|-3,10%
13/06/2014|16,45|-8,74%
12/06/2014|17,89|11,49%
11/06/2014|15,83|-13,34%
10/06/2014|17,95|13,37%
09/06/2014|15,55|-11,63%
08/06/2014|17,35|8,78%
07/06/2014|15,83|-5,72%
06/06/2014|16,74|6,39%
05/06/2014|15,67|-3,80%
04/06/2014|16,26|5,75%
03/06/2014|15,33|1,85%
02/06/2014|15,04|-1,28%
01/06/2014|15,23|-8,75%
31/05/2014|16,57|2,19%
30/05/2014|16,21|-4,89%
29/05/2014|17,00|2,44%
28/05/2014|16,58|2,79%
27/05/2014|16,12|0,70%
26/05/2014|16,01|-11,16%
25/05/2014|17,79|7,81%
24/05/2014|16,40|-4,69%
23/05/2014|17,17|1,71%
22/05/2014|16,88|2,01%
21/05/2014|16,54|-0,01%
20/05/2014|16,54|7,07%
19/05/2014|15,37|-9,39%
18/05/2014|16,82|-1,10%
17/05/2014|17,00|10,89%
16/05/2014|15,15|-2,97%
15/05/2014|15,60|-15,31%
14/05/2014|17,99|11,90%
13/05/2014|15,85|-12,28%
12/05/2014|17,79|6,58%
11/05/2014|16,62|-1,20%
10/05/2014|16,82|-5,21%
09/05/2014|17,70|14,50%
08/05/2014|15,13|-10,83%
07/05/2014|16,77|4,00%
06/05/2014|16,10|5,45%
05/05/2014|15,22|-12,96%
04/05/2014|17,20|11,20%
03/05/2014|15,27|-9,61%
02/05/2014|16,74|-4,19%
01/05/2014|17,44|6,83%
30/04/2014|16,25|-5,70%
29/04/2014|17,17|-2,47%
28/04/2014|17,60|13,65%
27/04/2014|15,20|-6,02%
26/04/2014|16,11|5,45%
25/04/2014|15,23|-8,84%
24/04/2014|16,58|3,45%
23/04/2014|16,01|2,16%
22/04/2014|15,66|-10,74%
21/04/2014|17,35|-2,37%
20/04/2014|17,76|2,45%
19/04/2014|17,32|-0,85%
18/04/2014|17,47|6,50%
17/04/2014|16,33|7,24%
16/04/2014|15,15|-13,32%
15/04/2014|17,17|10,66%
14/04/2014|15,34|-13,72%
13/04/2014|17,44|-1,77%
12/04/2014|17,75|-1,12%
11/04/2014|17,95|12,13%
10/04/2014|15,77|-7,08%
09/04/2014|16,89|10,52%
08/04/2014|15,11|-7,78%
07/04/2014|16,29|7,10%
06/04/2014|15,13|-5,53%
05/04/2014|15,97|0,37%
04/04/2014|15,91|-11,94%
03/04/2014|17,81|11,95%
02/04/2014|15,68|-11,61%
01/04/2014|17,50|-1,75%
31/03/2014|17,81|8,74%
30/03/2014|16,25|-2,75%
29/03/2014|16,70|-4,42%
28/03/2014|17,44|-2,56%
27/03/2014|17,89|-0,14%
26/03/2014|17,91|6,96%
25/03/2014|16,66|-0,28%
24/03/2014|16,71|-6,69%
23/03/2014|17,83|1,79%
22/03/2014|17,51|-1,31%
21/03/2014|17,74|-0,44%
20/03/2014|17,82|8,23%
19/03/2014|16,35|0,15%
18/03/2014|16,33|6,12%
17/03/2014|15,33|-10,80%
16/03/2014|16,98|4,08%
15/03/2014|16,29|-6,19%
14/03/2014|17,29|4,41%
13/03/2014|16,53|-5,66%
12/03/2014|17,47|9,94%
11/03/2014|15,73|-3,51%
10/03/2014|16,28|-10,44%
09/03/2014|17,98|6,40%
08/03/2014|16,83|-3,68%
07/03/2014|17,45|7,04%
06/03/2014|16,22|2,64%
05/03/2014|15,80|-13,65%
04/03/2014|17,95|13,37%
03/03/2014|15,55|-2,64%
02/03/2014|15,96|5,52%
01/03/2014|15,08|-6,48%
28/02/2014|16,06|1,47%
27/02/2014|15,82|4,80%
26/02/2014|15,06|-4,61%
25/02/2014|15,76|-3,30%
24/02/2014|16,28|5,50%
23/02/2014|15,38|-3,28%
22/02/2014|15,89|-6,67%
21/02/2014|16,95|4,46%
20/02/2014|16,19|-0,09%
19/02/2014|16,21|-2,46%
18/02/2014|16,60|8,24%
17/02/2014|15,24|0,44%
16/02/2014|15,17|0,79%
15/02/2014|15,05|-3,37%
14/02/2014|15,56|-1,09%
13/02/2014|15,73|-11,59%
12/02/2014|17,55|5,74%
11/02/2014|16,54|6,69%
10/02/2014|15,44|-4,32%
09/02/2014|16,10|-6,79%
08/02/2014|17,20|-3,14%
07/02/2014|17,74|2,65%
06/02/2014|17,27|-1,63%
05/02/2014|17,55|-2,31%
04/02/2014|17,95|11,45%
03/02/2014|15,90|2,56%
02/02/2014|15,49|-2,86%
01/02/2014|15,93|3,13%
31/01/2014|15,43|1,47%
30/01/2014|15,21|-2,39%
29/01/2014|15,57|-14,35%
28/01/2014|17,81|0,79%
27/01/2014|17,67|7,38%
26/01/2014|16,36|-4,04%
25/01/2014|17,02|-2,64%
24/01/2014|17,47|-1,22%
23/01/2014|17,69|3,72%
22/01/2014|17,03|1,60%
21/01/2014|16,76|8,45%
20/01/2014|15,34|-10,26%
19/01/2014|16,91|2,26%
18/01/2014|16,53|1,67%
17/01/2014|16,26|-4,02%
16/01/2014|16,91|4,76%
15/01/2014|16,10|1,58%
14/01/2014|15,85|-0,65%
13/01/2014|15,95|-6,45%
12/01/2014|16,98|8,07%
11/01/2014|15,61|2,93%
10/01/2014|15,15|-17,45%
09/01/2014|17,80|5,74%
08/01/2014|16,78|5,79%
07/01/2014|15,81|-8,34%
06/01/2014|17,13|-4,64%
05/01/2014|17,92|3,15%
04/01/2014|17,36|9,53%
03/01/2014|15,70|-11,78%
02/01/2014|17,55|12,88%
01/01/2014|15,29|-6,60%
31/12/2013|16,30|1,02%
30/12/2013|16,13|-4,15%
29/12/2013|16,80|5,56%
28/12/2013|15,87|-1,44%
27/12/2013|16,10|-9,54%
26/12/2013|17,63|-1,33%
25/12/2013|17,87|3,86%
24/12/2013|17,18|2,89%
23/12/2013|16,68|0,52%
22/12/2013|16,59|-3,68%
21/12/2013|17,21|8,27%
20/12/2013|15,78|-4,01%
19/12/2013|16,42|-8,85%
18/12/2013|17,87|15,74%
17/12/2013|15,06|-14,82%
16/12/2013|17,29|12,91%
15/12/2013|15,06|-3,07%
14/12/2013|15,52|-0,55%
13/12/2013|15,60|-0,06%
12/12/2013|15,61|0,87%
11/12/2013|15,48|0,51%
10/12/2013|15,40|-1,29%
09/12/2013|15,60|-14,84%
08/12/2013|17,91|3,61%
07/12/2013|17,26|-1,38%
06/12/2013|17,50|5,52%
05/12/2013|16,54|-3,74%
04/12/2013|17,16|7,36%
03/12/2013|15,89|-10,90%
02/12/2013|17,62|14,61%
01/12/2013|15,05|-19,25%
30/11/2013|17,95|6,71%
29/11/2013|16,74|-7,01%
28/11/2013|17,92|2,83%
27/11/2013|17,41|2,82%
26/11/2013|16,92|2,56%
25/11/2013|16,48|0,71%
24/11/2013|16,37|2,06%
23/11/2013|16,03|-6,01%
22/11/2013|16,99|-3,55%
21/11/2013|17,60|11,96%
20/11/2013|15,49|0,42%
19/11/2013|15,43|-14,18%
18/11/2013|17,61|-1,93%
17/11/2013|17,95|1,13%
16/11/2013|17,75|3,42%
15/11/2013|17,14|9,64%
14/11/2013|15,49|-7,61%
13/11/2013|16,67|-2,44%
12/11/2013|17,08|4,10%
11/11/2013|16,38|-4,22%
10/11/2013|17,07|-4,41%
09/11/2013|17,82|10,48%
08/11/2013|15,95|-8,71%
07/11/2013|17,34|6,30%
06/11/2013|16,25|-1,63%
05/11/2013|16,51|-8,40%
04/11/2013|17,90|1,50%
03/11/2013|17,63|14,74%
02/11/2013|15,03|-15,04%
01/11/2013|17,30|-2,73%
31/10/2013|17,77|7,45%
30/10/2013|16,44|-8,58%
29/10/2013|17,86|11,90%
28/10/2013|15,73|-12,73%
27/10/2013|17,73|4,20%
26/10/2013|16,99|-3,29%
25/10/2013|17,55|-2,41%
24/10/2013|17,97|5,13%
23/10/2013|17,05|-3,39%
22/10/2013|17,63|11,18%
21/10/2013|15,66|-2,22%
20/10/2013|16,00|-10,41%
19/10/2013|17,67|8,42%
18/10/2013|16,18|1,31%
17/10/2013|15,97|-7,69%
16/10/2013|17,20|4,66%
15/10/2013|16,40|6,43%
14/10/2013|15,34|1,91%
13/10/2013|15,05|-9,87%
12/10/2013|16,53|7,46%
11/10/2013|15,30|-16,89%
10/10/2013|17,89|8,25%
09/10/2013|16,41|4,69%
08/10/2013|15,64|-2,98%
07/10/2013|16,11|1,50%
06/10/2013|15,86|-4,24%
05/10/2013|16,54|-4,91%
04/10/2013|17,35|8,09%
03/10/2013|15,95|1,91%
02/10/2013|15,64|-1,80%
01/10/2013|15,92|-2,36%
30/09/2013|16,30|-0,45%
29/09/2013|16,37|5,19%
28/09/2013|15,52|-11,29%
27/09/2013|17,27|3,99%
26/09/2013|16,58|8,94%
25/09/2013|15,10|-18,97%
24/09/2013|17,96|14,92%
23/09/2013|15,28|-0,21%
22/09/2013|15,32|-17,28%
21/09/2013|17,96|14,85%
20/09/2013|15,30|-9,00%
19/09/2013|16,67|-0,37%
18/09/2013|16,73|-2,47%
17/09/2013|17,15|-4,27%
16/09/2013|17,88|6,96%
15/09/2013|16,64|1,77%
14/09/2013|16,34|-0,95%
13/09/2013|16,50|-2,06%
12/09/2013|16,84|7,25%
11/09/2013|15,61|2,09%
10/09/2013|15,29|1,00%
09/09/2013|15,14|-17,30%
08/09/2013|17,75|1,77%
07/09/2013|17,44|12,05%
06/09/2013|15,34|-7,11%
05/09/2013|16,43|4,68%
04/09/2013|15,66|3,18%
03/09/2013|15,16|-13,43%
02/09/2013|17,20|2,61%
01/09/2013|16,75|-6,83%
31/08/2013|17,89|10,29%
30/08/2013|16,05|3,32%
29/08/2013|15,52|-14,24%
28/08/2013|17,73|7,35%
27/08/2013|16,43|1,36%
26/08/2013|16,20|-1,22%
25/08/2013|16,40|-3,65%
24/08/2013|17,00|-4,94%
23/08/2013|17,84|11,16%
22/08/2013|15,85|-11,20%
21/08/2013|17,63|-1,91%
20/08/2013|17,96|10,61%
19/08/2013|16,06|-0,28%
18/08/2013|16,10|-11,44%
17/08/2013|17,94|12,07%
16/08/2013|15,78|4,56%
15/08/2013|15,06|-13,83%
14/08/2013|17,14|2,97%
13/08/2013|16,63|1,55%
12/08/2013|16,37|7,01%
11/08/2013|15,23|-17,58%
10/08/2013|17,90|9,79%
09/08/2013|16,15|-4,57%
08/08/2013|16,89|1,05%
07/08/2013|16,71|-6,76%
06/08/2013|17,84|14,87%
05/08/2013|15,19|-2,54%
04/08/2013|15,57|-2,46%
03/08/2013|15,96|-2,28%
02/08/2013|16,32|1,81%
01/08/2013|16,03|-7,96%
31/07/2013|17,30|12,83%
30/07/2013|15,08|-15,25%
29/07/2013|17,38|7,58%
28/07/2013|16,06|0,85%
27/07/2013|15,93|-2,38%
26/07/2013|16,31|4,90%
25/07/2013|15,51|-1,51%
24/07/2013|15,74|-2,79%
23/07/2013|16,18|5,03%
22/07/2013|15,37|-11,28%
21/07/2013|17,10|-2,35%
20/07/2013|17,50|8,87%
